Categories,Title,Snippet
Music, Kanye West likens backlash over support for Trump to racial profiling,"Kanye West has reaffirmed his support for Donald Trump, whom he has previously called “his brother”, in a new interview with the Wall Street Journal. …"
Politics, Gordon Brown calls for global government to tackle coronavirus,Gordon Brown has urged world leaders to create a temporary form of global government to tackle the twin medical and economic crises caused by the Covi …
Music, Phil Ochs: the doomed folk singer who woke up from the American dream,"As a kid in the 1950s, Phil Ochs cut class and spent afternoons at the local movie house. The Searchers and Rebel Without a Cause were two of his favo …"
Sport, The Russian Dolls have transformed figure skating. But at what cost?,Facade has always been central to figure skating. The sport’s culture dictates that athletes should smile through pain and errors. In the ‘kiss and cr …
Sport, Rugby in Wales has survived mass shutdown before and will again,Summary: Sport has shut down all over the world as countries look to contain the spread of coronavirus. There was an attempt 116 years ago to shut down rugby i …
Music, Malian musician Rokia Traoré freed from French prison pending transfer to Belgium,"Malian musician Rokia Traoré has been released from a French prison, after being detained since 10 March for the alleged kidnap of her daughter in a c …"
Music, Rapper Bugzy Malone involved in serious motorbike accident,"The Manchester rapper Bugzy Malone, AKA Aaron Davis, has been seriously injured after his motorbike hit a car on the streets of Bury. CCTV footage sho …"
Music, Alice Coltrane: where to start in her back catalogue,The album to start with Journey in Satchidananda (1971) The first thing to understand about composer and musician Alice Coltrane’s catalogue is that t …
Music, Download and Isle of Wight festivals cancelled due to coronavirus,"Isle of Wight and Download festivals, two of the first major events in the UK’s summer music calendar, have cancelled their 2020 events due to Covid-1 …"
Music, La Passione review – Grisey's masterpiece endures,Finding contemporary works to programme alongside Gérard Grisey’s Quatre Chants pour Franchir le Seuil (Four Songs for Crossing the Threshold) is an a …
Politics, MPs no longer to get automatic vote on constituency boundary plans,MPs will no longer automatically get a vote on any future plans to redraw constituency boundaries. The government had planned to reduce the number of …
Sport, Chess: Candidates stopped at midway point after Russia suspends air traffic,"The world championship Candidates in Ekaterinburg was abruptly stopped on Thursday morning, with seven of 14 rounds played, after the Russian governme …"
Music, Michael Gerard obituary,"My father, Michael Gerard, who has died aged 73, was a teacher with a great passion for music. He was proud to have founded the Greenshoots Ceilidh Or …"
Sport, Jimmy Anderson has no plans to retire even if England's summer is wiped out,Jimmy Anderson has given no thought to the prospect of having bowled his last ball in Test cricket and will plough on through to 2021 if that is what …
Politics, UK Covid-19 death toll reaches 578 after biggest recorded daily rise – as it happened,"Evening summary The UK experienced the largest daily increase in deaths from coronavirus. The total now stands at 578, up by 115 on the previous figur …"
Sport, Tour de France could be staged this summer without any spectators,"Professional cycling reacted with a mix of cautious optimism and scepticism after the French sports minister, Roxana Mărăcineau, confirmed that togeth …"
Sport, Row over 25% Premiership wage cut intensifies but Jones accepts drop,Premiership players have been given legal advice on how to challenge the blanket 25% pay cuts imposed by the clubs as domestic rugby’s row over wage r …
Politics, Lucky-man Sunak dishes the dosh and eyes up Johnson's job,"Summary: Some are born lucky, some achieve luckiness and others have luckiness thrust upon them. It’s not yet clear into which category Rishi Sunak might fall, …"
Music, The Strokes on their wilderness years: 'There was conflict and fear and we got through it',"Julian Casablancas and Albert Hammond Jr are sitting at opposite ends of an overstuffed sofa in an upmarket London hotel, some weeks before the corona …"
Sport, Could the New England Patriots do the unthinkable and tank?,"Summary: Radical times call for radical measures. Could the New England Patriots seriously be considering tanking? If you ask Fox Sports’ Colin Cowherd, it’s n …"
Music," Bob Dylan releases first original song in eight years, 17-minute track about JFK","Bob Dylan has released his first original music in eight years, a 17-minute long song about the JFK assassination. A ballad set to piano, strings and …"
Music, Dua Lipa: Future Nostalgia review – a true pop visionary,Dua Lipa could have taken an easy path to sustaining her status as Britain’s most successful female pop star on album number two. A few Ed Sheeran co- …
Music, The Chats: High Risk Behaviour review – dorkish fun from Aussie pub poets,"Summary: After some colourful YouTube videos that went viral and two acclaimed EPs, Dave Grohl/Iggy Pop-favoured Aussies the Chats’ “shed rock” debut blazes ou …"
Music, Abbey Road zebra crossing repainted in coronavirus lockdown,The iconic Abbey Road zebra crossing made famous by the 1969 Beatles album of the same name has been repainted while the streets of London are empty b …
Music," Skepta, Chip and Young Adz: Insomnia review – dark, funny and perfectly timed","Summary: This surprise album from three leading UK MCs is a perfectly timed gift. Mercury prize-winning Skepta, Tottenham MC Chip – both longstanding grime vet …"
